n_estimators,auc,aucpr,error,logloss
635,0.998414,0.992292,0.000218,0.000783
636,0.998414,0.992292,0.000218,0.000783
637,0.998414,0.992292,0.000218,0.000783
638,0.998414,0.992292,0.000218,0.000783
639,0.998414,0.992292,0.000218,0.000783
640,0.998414,0.992292,0.000218,0.000783
641,0.998415,0.992275,0.000218,0.000782
642,0.998415,0.992275,0.000218,0.000782
643,0.998415,0.992275,0.000218,0.000782
644,0.998415,0.992275,0.000218,0.000782
645,0.998415,0.992275,0.000218,0.000782
646,0.998415,0.992275,0.000218,0.000782
647,0.998415,0.992275,0.000218,0.000782
648,0.998415,0.992275,0.000218,0.000782
649,0.998415,0.992275,0.000218,0.000782
650,0.998415,0.992275,0.000218,0.000782
651,0.998415,0.992275,0.000218,0.000782
652,0.998415,0.992275,0.000218,0.000782
653,0.998415,0.992275,0.000218,0.000782
654,0.998415,0.992275,0.000218,0.000782
655,0.998415,0.992275,0.000218,0.000782
656,0.998415,0.992275,0.000218,0.000782
657,0.998415,0.992275,0.000212,0.000782
658,0.998415,0.992275,0.000212,0.000782
659,0.998415,0.992275,0.000212,0.000782
660,0.998415,0.992275,0.000212,0.000782
661,0.998415,0.992275,0.000212,0.000782
662,0.998415,0.992275,0.000212,0.000782
663,0.998415,0.992275,0.000212,0.000782
664,0.998415,0.992275,0.000212,0.000782
665,0.998411,0.992376,0.000212,0.000777
666,0.99841,0.992505,0.000212,0.000776
667,0.99841,0.992505,0.000212,0.000776
668,0.99841,0.992505,0.000212,0.000776
669,0.99841,0.992505,0.000212,0.000776
670,0.99841,0.992505,0.000212,0.000776
671,0.99841,0.992505,0.000212,0.000776
672,0.99841,0.992505,0.000212,0.000776
673,0.99841,0.992505,0.000212,0.000776
674,0.99841,0.992505,0.000212,0.000776
675,0.99841,0.992505,0.000218,0.000776
676,0.99841,0.992505,0.000212,0.000776
677,0.99841,0.992505,0.000212,0.000776
678,0.99841,0.992505,0.000212,0.000776
679,0.99841,0.992505,0.000212,0.000776
680,0.99841,0.992505,0.000212,0.000776
681,0.99841,0.992505,0.000212,0.000776
682,0.99841,0.992505,0.000212,0.000776
683,0.99841,0.992505,0.000212,0.000776
684,0.99841,0.992505,0.000212,0.000776
685,0.99841,0.992505,0.000212,0.000776
686,0.99841,0.992505,0.000212,0.000776
687,0.99841,0.992505,0.000212,0.000776
688,0.99841,0.992505,0.000212,0.000776
689,0.99841,0.992505,0.000218,0.000776
690,0.99841,0.992505,0.000212,0.000776
691,0.998409,0.992519,0.000212,0.000772
692,0.998409,0.992519,0.000212,0.000772
693,0.998409,0.992686,0.000212,0.000769
694,0.998409,0.992686,0.000212,0.000769
695,0.998403,0.992691,0.000212,0.000767
696,0.998403,0.992691,0.000212,0.000767
697,0.998403,0.992691,0.000212,0.000767
698,0.998403,0.992691,0.000212,0.000767
699,0.998403,0.992691,0.000212,0.000767
700,0.998403,0.992691,0.000212,0.000767
701,0.998403,0.992696,0.000212,0.000765
702,0.998403,0.992696,0.000212,0.000765
703,0.998403,0.992696,0.000212,0.000765
704,0.998403,0.992696,0.000212,0.000765
705,0.998403,0.992696,0.000212,0.000765
706,0.998403,0.992696,0.000212,0.000765
707,0.998403,0.992696,0.000212,0.000765
708,0.998403,0.992696,0.000212,0.000765
709,0.998403,0.992696,0.000212,0.000765
710,0.998403,0.992696,0.000212,0.000765
711,0.998403,0.992696,0.000212,0.000765
712,0.998403,0.992696,0.000212,0.000765
713,0.998403,0.99274,0.000212,0.000763
714,0.998403,0.99274,0.000212,0.000763
715,0.998403,0.99274,0.000212,0.000763
716,0.998403,0.99274,0.000212,0.000763
717,0.998403,0.99274,0.000212,0.000763
718,0.998403,0.99274,0.000212,0.000763
719,0.998403,0.99274,0.000212,0.000763
720,0.998403,0.99274,0.000212,0.000763
721,0.998403,0.99274,0.000212,0.000763
722,0.998403,0.99274,0.000212,0.000763
723,0.998403,0.99274,0.000212,0.000763
724,0.998403,0.99274,0.000212,0.000763
725,0.998403,0.99274,0.000212,0.000763
726,0.998404,0.992846,0.000212,0.000761
727,0.998404,0.992846,0.000212,0.000761
728,0.998404,0.992846,0.000212,0.000761
729,0.998404,0.992846,0.000212,0.000761
730,0.998404,0.992846,0.000212,0.000761
731,0.998404,0.992846,0.000212,0.000761
732,0.998404,0.992846,0.000212,0.000761
733,0.998404,0.992846,0.000212,0.000761
734,0.998408,0.99291,0.000212,0.000758
735,0.998408,0.99291,0.000212,0.000758
736,0.998408,0.99291,0.000212,0.000758
737,0.998408,0.99291,0.000212,0.000758
738,0.998408,0.99291,0.000212,0.000758
739,0.998396,0.992885,0.000212,0.000757
740,0.998396,0.992885,0.000212,0.000757
741,0.998396,0.992885,0.000212,0.000757
742,0.998396,0.992885,0.000212,0.000757
743,0.998396,0.992885,0.000212,0.000757
744,0.998396,0.992885,0.000212,0.000757
745,0.998392,0.99298,0.000212,0.000755
746,0.998391,0.99303,0.000212,0.000753
747,0.998391,0.99303,0.000212,0.000753
748,0.998391,0.993153,0.000212,0.000751
749,0.998391,0.993153,0.000212,0.000751
750,0.998389,0.993299,0.000212,0.000748
751,0.998389,0.993299,0.000212,0.000748
752,0.998389,0.993299,0.000212,0.000748
753,0.998389,0.993299,0.000212,0.000748
754,0.998389,0.993299,0.000212,0.000748
755,0.998389,0.993299,0.000212,0.000748
756,0.998389,0.993299,0.000212,0.000748
757,0.998389,0.993299,0.000212,0.000748
758,0.998389,0.993299,0.000212,0.000748
759,0.99839,0.993513,0.000212,0.000743
760,0.99839,0.993513,0.000212,0.000743
761,0.99839,0.993513,0.000212,0.000743
762,0.99839,0.993513,0.000212,0.000743
763,0.99839,0.993513,0.000212,0.000743
764,0.99839,0.993513,0.000212,0.000743
765,0.99839,0.993513,0.000212,0.000743
766,0.99839,0.993513,0.000212,0.000743
767,0.99839,0.993513,0.000212,0.000743
768,0.99839,0.993513,0.000212,0.000743
769,0.998389,0.993484,0.000212,0.000741
770,0.998389,0.993484,0.000212,0.000741
771,0.998389,0.993484,0.000212,0.000741
772,0.998389,0.993484,0.000212,0.000741
773,0.998389,0.993484,0.000212,0.000741
774,0.998389,0.993484,0.000212,0.000741
775,0.998389,0.993484,0.000212,0.000741
776,0.998389,0.993484,0.000212,0.000741
777,0.998389,0.993484,0.000212,0.000741
778,0.998389,0.993484,0.000212,0.000741
779,0.998389,0.993484,0.000212,0.000741
780,0.998389,0.993484,0.000212,0.000741
781,0.998389,0.993484,0.000212,0.000741
782,0.998389,0.993484,0.000212,0.000741
783,0.998389,0.993484,0.000212,0.000741
784,0.998389,0.993484,0.000212,0.000741
785,0.998389,0.993484,0.000212,0.000741
786,0.998389,0.993484,0.000212,0.000741
787,0.998389,0.993484,0.000212,0.000741
788,0.998387,0.993537,0.000212,0.000739
789,0.998387,0.993551,0.000212,0.000737
790,0.998387,0.993551,0.000212,0.000737
791,0.998387,0.993551,0.000212,0.000737
792,0.998387,0.993551,0.000212,0.000737
793,0.998387,0.993551,0.000212,0.000737
794,0.998387,0.99363,0.000212,0.000734
795,0.998387,0.99363,0.000212,0.000734
796,0.998387,0.993703,0.000212,0.000732
797,0.998387,0.993703,0.000212,0.000732
798,0.998387,0.993703,0.000212,0.000732
799,0.998387,0.993703,0.000212,0.000733
800,0.998387,0.993703,0.000212,0.000733
801,0.998387,0.993703,0.000212,0.000733
802,0.998387,0.993703,0.000212,0.000733
803,0.998387,0.993703,0.000212,0.000733
804,0.998386,0.993705,0.000212,0.000731
805,0.998386,0.993705,0.000212,0.000731
806,0.998386,0.993705,0.000212,0.000731
807,0.998386,0.993705,0.000212,0.000731
808,0.998386,0.993705,0.000212,0.000731
809,0.998386,0.993705,0.000212,0.000731
810,0.998386,0.993705,0.000212,0.000731
811,0.998386,0.993705,0.000212,0.000731
812,0.998386,0.993705,0.000212,0.000731
813,0.998386,0.993705,0.000212,0.000731
814,0.998386,0.993705,0.000212,0.000731
815,0.998386,0.993705,0.000212,0.000731
816,0.998387,0.993805,0.000212,0.000729
817,0.998387,0.993805,0.000212,0.000729
818,0.998387,0.993805,0.000212,0.000729
819,0.998387,0.993805,0.000212,0.000729
820,0.998387,0.993805,0.000212,0.000729
821,0.998387,0.993805,0.000212,0.000729
822,0.998387,0.993805,0.000212,0.000729
823,0.998387,0.993805,0.000212,0.000729
824,0.998385,0.993873,0.000212,0.000727
825,0.998385,0.993873,0.000212,0.000727
826,0.998385,0.993873,0.000212,0.000727
827,0.998385,0.993873,0.000212,0.000727
828,0.998385,0.993873,0.000212,0.000727
829,0.998385,0.993873,0.000212,0.000727
830,0.998385,0.993873,0.000212,0.000727
831,0.998385,0.993873,0.000212,0.000727
832,0.998385,0.993873,0.000212,0.000727
833,0.998385,0.993873,0.000212,0.000727
834,0.998385,0.993873,0.000212,0.000727
835,0.998385,0.993873,0.000212,0.000727
836,0.998385,0.993873,0.000212,0.000727
837,0.998385,0.993873,0.000212,0.000727
838,0.998385,0.993873,0.000212,0.000727
839,0.998385,0.993873,0.000212,0.000727
840,0.998385,0.993873,0.000212,0.000727
841,0.998385,0.993873,0.000212,0.000727
842,0.998385,0.993873,0.000212,0.000727
843,0.998387,0.993884,0.000212,0.000726
844,0.998387,0.993884,0.000212,0.000726
845,0.998387,0.993884,0.000212,0.000726
846,0.998387,0.993884,0.000212,0.000726
847,0.998387,0.993921,0.000212,0.000725
848,0.998387,0.993921,0.000212,0.000725
849,0.998387,0.993921,0.000212,0.000725
850,0.998387,0.993921,0.000212,0.000725
851,0.998387,0.993921,0.000212,0.000725
852,0.998387,0.993921,0.000218,0.000725
853,0.998389,0.993991,0.000218,0.000724
854,0.998389,0.993991,0.000218,0.000724
855,0.998389,0.993991,0.000218,0.000724
856,0.998389,0.993991,0.000218,0.000724
857,0.998389,0.993991,0.000218,0.000724
858,0.998389,0.993991,0.000218,0.000724
859,0.998389,0.993991,0.000218,0.000724
860,0.998389,0.993991,0.000218,0.000724
861,0.998389,0.993991,0.000218,0.000724
862,0.998389,0.993991,0.000218,0.000724
863,0.998389,0.993991,0.000218,0.000724
864,0.998389,0.993991,0.000212,0.000724
865,0.998389,0.993991,0.000212,0.000724
866,0.998389,0.993991,0.000212,0.000724
867,0.998389,0.993991,0.000212,0.000724
868,0.998389,0.993991,0.000212,0.000724
869,0.998385,0.994069,0.000212,0.000721
870,0.998385,0.994069,0.000212,0.000721
871,0.998385,0.994069,0.000212,0.000721
872,0.998382,0.994073,0.000212,0.000721
873,0.998382,0.994073,0.000212,0.000721
874,0.998382,0.994073,0.000212,0.000721
875,0.998382,0.994073,0.000212,0.000721
876,0.998382,0.994073,0.000212,0.000721
877,0.998382,0.994073,0.000212,0.000721
878,0.998382,0.994073,0.000212,0.000721
879,0.998382,0.994073,0.000218,0.000721
880,0.998382,0.994073,0.000218,0.000721
881,0.998382,0.994073,0.000212,0.000721
882,0.998382,0.994073,0.000212,0.000721
883,0.998375,0.994131,0.000218,0.00072
884,0.998375,0.994131,0.000212,0.00072
885,0.998375,0.994131,0.000212,0.00072
886,0.998375,0.994131,0.000212,0.00072
887,0.998375,0.994131,0.000212,0.00072
888,0.998375,0.994131,0.000212,0.00072
889,0.998375,0.994131,0.000212,0.00072
890,0.998375,0.994131,0.000212,0.00072
891,0.998375,0.994131,0.000212,0.00072
892,0.998375,0.994131,0.000212,0.00072
893,0.998375,0.994131,0.000212,0.00072
894,0.998375,0.994131,0.000212,0.00072
895,0.998378,0.994127,0.000218,0.000719
896,0.998378,0.994127,0.000218,0.000719
897,0.998374,0.994185,0.000218,0.000717
898,0.998381,0.994128,0.000218,0.000716
899,0.998381,0.994128,0.000218,0.000716
900,0.998381,0.994128,0.000218,0.000716
901,0.998381,0.994128,0.000218,0.000716
902,0.998381,0.994128,0.000218,0.000716
903,0.998381,0.994128,0.000218,0.000716
904,0.998381,0.994128,0.000218,0.000716
905,0.998381,0.994128,0.000218,0.000716
906,0.998381,0.994128,0.000218,0.000716
907,0.998381,0.994128,0.000218,0.000716
908,0.998381,0.994128,0.000218,0.000716
909,0.998381,0.994128,0.000218,0.000716
910,0.998381,0.994128,0.000218,0.000716
911,0.998381,0.994128,0.000218,0.000716
912,0.998381,0.994128,0.000218,0.000716
913,0.998381,0.994128,0.000218,0.000716
914,0.998381,0.994128,0.000218,0.000716
915,0.998381,0.994128,0.000218,0.000716
916,0.998381,0.994128,0.000218,0.000716
917,0.998381,0.994128,0.000218,0.000716
918,0.998381,0.994128,0.000218,0.000716
919,0.998381,0.994128,0.000218,0.000716
920,0.998381,0.994128,0.000218,0.000716
921,0.998381,0.994128,0.000218,0.000716
922,0.998381,0.994128,0.000218,0.000716
923,0.998381,0.994128,0.000218,0.000716
924,0.998381,0.994128,0.000218,0.000716
925,0.998381,0.994128,0.000218,0.000716
926,0.998381,0.994128,0.000218,0.000716
