n_estimators,auc,aucpr,error,logloss
66,0.957762,0.872976,0.000449,0.031995
67,0.958742,0.875156,0.000431,0.03072
68,0.963655,0.876883,0.000425,0.029512
69,0.963659,0.877351,0.000412,0.028339
70,0.96366,0.877553,0.000412,0.027231
71,0.965025,0.880312,0.000425,0.026155
72,0.965023,0.880104,0.000425,0.025154
73,0.965493,0.88227,0.000412,0.024176
74,0.965883,0.885604,0.000412,0.023238
75,0.965761,0.885406,0.000406,0.022346
76,0.965757,0.885202,0.000431,0.021491
77,0.965801,0.885695,0.000412,0.020677
78,0.965798,0.885342,0.000412,0.019895
79,0.965792,0.885059,0.000412,0.019143
80,0.966766,0.885587,0.000412,0.018425
81,0.966765,0.885546,0.000406,0.017735
82,0.966773,0.888292,0.000406,0.017075
83,0.968049,0.891114,0.000406,0.01645
84,0.968062,0.891434,0.000406,0.015842
85,0.968045,0.891487,0.000406,0.015266
86,0.968016,0.891441,0.000406,0.014713
87,0.968007,0.891148,0.000406,0.014191
88,0.968244,0.890789,0.000406,0.013691
89,0.968457,0.892558,0.000406,0.013202
90,0.968476,0.894191,0.000406,0.012731
91,0.968474,0.894182,0.000406,0.012287
92,0.968468,0.893925,0.000406,0.011865
93,0.968534,0.894244,0.000406,0.011458
94,0.969639,0.894555,0.000406,0.011068
95,0.969699,0.89503,0.000406,0.010699
96,0.969812,0.896672,0.000406,0.01034
97,0.969797,0.896319,0.000406,0.010003
98,0.969758,0.895964,0.000406,0.009682
99,0.969787,0.8961,0.000412,0.009366
100,0.969809,0.896738,0.000412,0.009061
101,0.970987,0.897877,0.000412,0.008764
102,0.970971,0.898379,0.000412,0.008486
103,0.971525,0.898417,0.000412,0.008223
104,0.971513,0.898915,0.000412,0.007964
105,0.972821,0.899281,0.000412,0.00772
106,0.97282,0.899208,0.000412,0.007492
107,0.972798,0.899465,0.000412,0.007271
108,0.973054,0.900444,0.000412,0.007053
109,0.973053,0.900204,0.000406,0.006849
110,0.976966,0.901831,0.000406,0.006656
111,0.978672,0.903348,0.000406,0.006459
112,0.97881,0.903924,0.0004,0.006274
113,0.979053,0.904741,0.000394,0.006095
114,0.979982,0.904881,0.000394,0.005934
115,0.979809,0.906022,0.000394,0.005773
116,0.989528,0.906904,0.000394,0.005616
117,0.989493,0.906718,0.0004,0.005475
118,0.989367,0.906387,0.000394,0.005333
119,0.989593,0.906995,0.000394,0.005197
120,0.992557,0.908112,0.000394,0.00506
121,0.992513,0.909218,0.000394,0.004927
122,0.992451,0.909093,0.0004,0.004807
123,0.992319,0.909174,0.000388,0.004695
124,0.992292,0.908925,0.000388,0.004583
125,0.992258,0.908597,0.000388,0.004484
126,0.992211,0.909426,0.000388,0.004378
127,0.992159,0.909789,0.000382,0.004282
128,0.992126,0.910483,0.000376,0.004183
129,0.991959,0.910893,0.000376,0.004097
130,0.991973,0.912213,0.000376,0.004006
131,0.991845,0.912685,0.000376,0.003925
132,0.991803,0.913668,0.000376,0.003847
133,0.992765,0.913879,0.000376,0.003773
134,0.992707,0.914025,0.000376,0.003704
135,0.993128,0.915603,0.000376,0.003629
136,0.993106,0.916569,0.000376,0.003557
137,0.992946,0.916528,0.000376,0.003505
138,0.992998,0.917092,0.000376,0.003442
139,0.993029,0.917403,0.000382,0.003389
140,0.99294,0.917611,0.000382,0.003328
141,0.992811,0.917892,0.000376,0.003271
142,0.994382,0.918354,0.000376,0.003219
143,0.994415,0.918639,0.00037,0.003166
144,0.994317,0.919194,0.00037,0.003119
145,0.994439,0.919564,0.000382,0.003067
146,0.994774,0.919595,0.000382,0.003024
147,0.99481,0.920124,0.00037,0.002975
148,0.994788,0.920446,0.00037,0.002935
149,0.994917,0.921855,0.00037,0.002885
150,0.995105,0.922154,0.000376,0.002846
151,0.995075,0.922497,0.000376,0.002808
152,0.995252,0.923881,0.000376,0.002763
153,0.995201,0.923961,0.000376,0.002733
154,0.995755,0.924338,0.000364,0.002695
155,0.995855,0.9254,0.000364,0.002658
156,0.995866,0.926446,0.000358,0.002618
157,0.996073,0.926964,0.000358,0.002583
158,0.996011,0.928056,0.000352,0.002541
159,0.996118,0.928444,0.000352,0.002508
160,0.99613,0.929115,0.000352,0.002477
161,0.996054,0.929046,0.000358,0.002451
162,0.996815,0.929553,0.000352,0.002424
163,0.996849,0.930149,0.000352,0.002396
164,0.996885,0.930706,0.000352,0.002369
165,0.996853,0.930498,0.000352,0.002348
166,0.997069,0.931258,0.000346,0.002317
167,0.996996,0.931921,0.000346,0.002292
168,0.997019,0.932893,0.000346,0.002265
169,0.996957,0.933504,0.000346,0.00224
170,0.997068,0.933932,0.000346,0.002219
171,0.997128,0.934303,0.000346,0.002197
172,0.997226,0.934953,0.000346,0.002177
173,0.997489,0.935462,0.000346,0.002155
174,0.99752,0.935692,0.000346,0.002135
175,0.997468,0.936573,0.000346,0.002114
176,0.997455,0.937179,0.000346,0.002094
177,0.997399,0.938627,0.000346,0.002063
178,0.997349,0.93942,0.000346,0.002046
179,0.997287,0.940097,0.000346,0.00203
180,0.997353,0.940929,0.000346,0.002009
181,0.997396,0.94132,0.000346,0.001995
182,0.997436,0.942151,0.000346,0.001974
183,0.997406,0.943217,0.000334,0.001951
184,0.997508,0.943627,0.000334,0.001938
185,0.997464,0.943865,0.000334,0.001926
186,0.997578,0.944377,0.000334,0.001905
187,0.997572,0.944593,0.000334,0.001895
188,0.997796,0.945404,0.000334,0.00188
189,0.997772,0.945877,0.000334,0.001861
190,0.997742,0.946363,0.000334,0.001849
191,0.997713,0.946265,0.000334,0.001836
192,0.997681,0.946461,0.000334,0.001826
193,0.997692,0.946871,0.000334,0.001814
194,0.997703,0.94768,0.000334,0.001797
195,0.997663,0.947926,0.000328,0.001785
196,0.997649,0.947881,0.000328,0.001777
197,0.99763,0.948174,0.000328,0.001768
198,0.997574,0.948484,0.000328,0.001754
199,0.997682,0.948899,0.000328,0.001744
200,0.99773,0.949017,0.00034,0.001738
201,0.998027,0.949451,0.000328,0.001722
202,0.997997,0.949474,0.000328,0.001713
203,0.99799,0.94933,0.000334,0.001706
204,0.998018,0.949231,0.000334,0.001701
205,0.997995,0.949352,0.000328,0.001695
206,0.998084,0.949395,0.00034,0.001689
207,0.998062,0.949877,0.00034,0.001675
208,0.998045,0.950453,0.000328,0.001664
209,0.998016,0.951168,0.000334,0.001649
210,0.997984,0.951811,0.000328,0.001638
211,0.99803,0.952218,0.000334,0.001628
212,0.99804,0.952582,0.000334,0.00162
213,0.998022,0.95309,0.000328,0.001611
214,0.998121,0.953431,0.000334,0.001598
215,0.998103,0.953877,0.000334,0.001585
216,0.998129,0.954421,0.000334,0.001575
217,0.998083,0.954969,0.000328,0.001566
218,0.998067,0.955461,0.000321,0.001556
219,0.998063,0.955515,0.000321,0.00155
220,0.998092,0.955911,0.000321,0.001542
221,0.998076,0.956705,0.000321,0.001528
222,0.998041,0.956907,0.000321,0.00152
223,0.998046,0.956961,0.000321,0.001512
224,0.998157,0.957794,0.000315,0.001497
225,0.998207,0.958566,0.000309,0.001484
226,0.998207,0.958691,0.000309,0.001479
227,0.998175,0.959282,0.000309,0.001467
228,0.998181,0.95956,0.000303,0.00146
229,0.998166,0.959631,0.000303,0.001454
230,0.998227,0.960539,0.000303,0.00144
231,0.998222,0.9605,0.000303,0.001435
232,0.998209,0.960889,0.000297,0.001431
233,0.998203,0.961431,0.000297,0.001421
234,0.998229,0.961973,0.000297,0.001413
235,0.998216,0.961832,0.000297,0.001412
236,0.99823,0.962002,0.000297,0.001407
237,0.998257,0.962823,0.000297,0.001394
238,0.998237,0.962687,0.000297,0.00139
239,0.998222,0.963013,0.000297,0.001382
240,0.998231,0.963176,0.000297,0.001378
241,0.998225,0.963222,0.000297,0.001377
242,0.998273,0.963823,0.000297,0.001365
243,0.998266,0.963929,0.000297,0.001359
244,0.998257,0.964305,0.000297,0.00135
245,0.998257,0.964905,0.000297,0.001343
246,0.998249,0.965259,0.000297,0.001337
247,0.998268,0.965714,0.000297,0.001329
248,0.998272,0.965862,0.000297,0.001325
249,0.998264,0.966305,0.000291,0.001317
250,0.998282,0.966392,0.000291,0.001313
251,0.998306,0.966779,0.000285,0.001306
252,0.998293,0.96733,0.000285,0.001298
253,0.998306,0.967613,0.000285,0.001296
254,0.998298,0.967959,0.000285,0.001287
255,0.998296,0.968519,0.000285,0.001278
256,0.998296,0.968519,0.000285,0.001278
257,0.998308,0.969217,0.000285,0.001266
258,0.998324,0.969611,0.000285,0.001258
259,0.998343,0.970035,0.000279,0.001252
260,0.998343,0.970035,0.000273,0.001252
261,0.998368,0.970084,0.000279,0.001248
262,0.998374,0.970179,0.000273,0.001245
263,0.998367,0.970681,0.000273,0.001236
264,0.998355,0.971033,0.000267,0.00123
265,0.998362,0.971123,0.000279,0.001226
266,0.998355,0.971402,0.000273,0.001219
267,0.998353,0.971299,0.000279,0.001218
268,0.99837,0.971782,0.000279,0.001212
269,0.998363,0.972094,0.000273,0.001205
270,0.998363,0.972094,0.000279,0.001205
271,0.998366,0.972218,0.000267,0.001201
272,0.998374,0.972263,0.000273,0.0012
273,0.998362,0.972359,0.000273,0.001196
274,0.998373,0.972503,0.000267,0.001193
275,0.998368,0.972867,0.000273,0.001188
276,0.99838,0.973239,0.000267,0.001183
277,0.998375,0.97329,0.000267,0.001182
278,0.998377,0.973604,0.000261,0.001178
279,0.998378,0.973929,0.000261,0.001173
280,0.998379,0.973823,0.000261,0.001171
281,0.998367,0.97391,0.000261,0.001168
282,0.998379,0.974752,0.000261,0.001158
283,0.998379,0.974752,0.000261,0.001158
284,0.998378,0.974934,0.000261,0.001152
285,0.998392,0.975164,0.000255,0.001148
286,0.99839,0.9753,0.000255,0.001142
287,0.99839,0.9753,0.000255,0.001142
288,0.99839,0.9753,0.000255,0.001142
289,0.99839,0.975315,0.000255,0.001138
290,0.998392,0.975555,0.000249,0.001134
291,0.998404,0.975835,0.000249,0.001128
292,0.998407,0.976386,0.000249,0.00112
293,0.998403,0.976511,0.000249,0.001117
294,0.998403,0.976511,0.000249,0.001117
295,0.998403,0.976511,0.000249,0.001117
296,0.998403,0.976511,0.000249,0.001117
297,0.998405,0.976532,0.000249,0.001116
298,0.998403,0.976492,0.000249,0.001114
299,0.998403,0.976492,0.000249,0.001114
300,0.998415,0.97694,0.000249,0.001107
301,0.998415,0.977161,0.000249,0.001104
302,0.998405,0.977309,0.000249,0.0011
303,0.998409,0.977671,0.000249,0.001094
304,0.998405,0.977737,0.000249,0.001093
305,0.998427,0.977834,0.000249,0.00109
306,0.998427,0.977834,0.000249,0.00109
307,0.998423,0.977889,0.000249,0.001086
308,0.998423,0.977889,0.000249,0.001086
309,0.998391,0.978022,0.000249,0.001081
310,0.99839,0.978142,0.000231,0.001077
311,0.998388,0.977959,0.000237,0.001076
312,0.998379,0.977945,0.000237,0.001074
313,0.998385,0.977834,0.000231,0.001072
314,0.998385,0.978188,0.000231,0.001068
315,0.998385,0.978188,0.000231,0.001068
316,0.998394,0.978353,0.000231,0.001064
317,0.998394,0.978778,0.000231,0.001058
318,0.998398,0.979182,0.000231,0.00105
319,0.998398,0.979182,0.000231,0.00105
320,0.998398,0.979182,0.000231,0.00105
321,0.998398,0.979182,0.000231,0.00105
322,0.998398,0.979182,0.000231,0.00105
323,0.998404,0.97933,0.000231,0.001046
324,0.998407,0.979535,0.000231,0.001043
325,0.998407,0.979535,0.000231,0.001043
326,0.998409,0.979672,0.000231,0.001039
327,0.998402,0.980028,0.000231,0.001033
328,0.998402,0.980028,0.000231,0.001033
329,0.998402,0.980028,0.000231,0.001033
330,0.998401,0.980149,0.000231,0.00103
331,0.998401,0.980149,0.000231,0.00103
332,0.998401,0.980149,0.000231,0.00103
333,0.998401,0.980149,0.000231,0.00103
334,0.998401,0.980149,0.000231,0.00103
335,0.998403,0.980382,0.000231,0.001028
336,0.998414,0.980531,0.000237,0.001023
337,0.99841,0.980808,0.000237,0.001017
338,0.998406,0.980956,0.000237,0.001013
339,0.998413,0.981066,0.000237,0.001009
340,0.998413,0.981299,0.000237,0.001004
341,0.998413,0.981299,0.000237,0.001004
342,0.998413,0.981299,0.000237,0.001004
343,0.998415,0.981457,0.000231,0.001001
344,0.998423,0.981839,0.000231,0.000995
345,0.998417,0.981723,0.000231,0.000995
346,0.998417,0.981723,0.000231,0.000995
347,0.998417,0.981723,0.000231,0.000995
348,0.998427,0.98199,0.000231,0.00099
349,0.998427,0.98199,0.000231,0.00099
350,0.998427,0.98199,0.000231,0.00099
351,0.998421,0.982044,0.000231,0.000988
352,0.998421,0.982044,0.000231,0.000988
353,0.998421,0.982245,0.000231,0.000985
354,0.998421,0.982245,0.000231,0.000985
355,0.998425,0.982504,0.000237,0.000982
356,0.998431,0.982489,0.000231,0.000979
357,0.998437,0.982621,0.000231,0.000978
358,0.998434,0.982613,0.000224,0.000977
359,0.998425,0.98271,0.000224,0.000975
360,0.998425,0.98271,0.000224,0.000975
361,0.998432,0.982937,0.000231,0.000971
362,0.998432,0.982937,0.000224,0.000971
363,0.998434,0.9833,0.000231,0.000966
364,0.99843,0.983282,0.000237,0.000964
365,0.99843,0.983434,0.000231,0.000962
366,0.99843,0.983434,0.000231,0.000962
367,0.998441,0.984093,0.000231,0.000957
368,0.998441,0.984093,0.000231,0.000957
369,0.998441,0.984093,0.000231,0.000957
370,0.998441,0.984093,0.000231,0.000957
371,0.998444,0.984247,0.000231,0.000955
372,0.99843,0.98421,0.000224,0.000953
373,0.99843,0.98421,0.000224,0.000953
374,0.99844,0.984745,0.000231,0.000947
375,0.99844,0.984745,0.000231,0.000947
376,0.99844,0.984745,0.000231,0.000947
377,0.99844,0.984745,0.000231,0.000947
378,0.998441,0.984674,0.000231,0.000946
379,0.998437,0.984705,0.000224,0.000942
380,0.998447,0.984921,0.000224,0.000939
381,0.998447,0.984921,0.000224,0.000939
382,0.998447,0.984921,0.000224,0.000939
383,0.998442,0.985092,0.000231,0.000935
384,0.998442,0.985092,0.000231,0.000935
385,0.998442,0.985129,0.000231,0.000934
386,0.998442,0.985129,0.000231,0.000934
387,0.998442,0.985129,0.000231,0.000934
388,0.998439,0.985302,0.000231,0.000931
389,0.998439,0.985302,0.000231,0.000931
390,0.998439,0.985302,0.000231,0.000931
391,0.998447,0.98568,0.000231,0.000926
392,0.998439,0.985843,0.000224,0.000923
393,0.998443,0.985783,0.000224,0.00092
394,0.998434,0.986093,0.000224,0.000917
395,0.998434,0.986093,0.000224,0.000917
396,0.99844,0.986185,0.000224,0.000915
397,0.99844,0.986185,0.000224,0.000915
398,0.99844,0.986185,0.000224,0.000915
399,0.998434,0.986436,0.000224,0.00091
400,0.998433,0.986713,0.000224,0.000908
401,0.998438,0.987053,0.000224,0.000904
402,0.998438,0.987053,0.000224,0.000904
403,0.998441,0.987111,0.000224,0.000902
404,0.998437,0.987283,0.000224,0.0009
405,0.998431,0.98747,0.000224,0.000897
406,0.998433,0.987551,0.000224,0.000894
407,0.998433,0.987551,0.000224,0.000894
408,0.998433,0.987551,0.000224,0.000894
409,0.998429,0.987584,0.000224,0.000891
410,0.998429,0.987584,0.000224,0.000891
411,0.998434,0.987753,0.000224,0.000888
412,0.998432,0.987715,0.000224,0.000885
413,0.998432,0.987715,0.000224,0.000885
414,0.998432,0.987715,0.000224,0.000885
415,0.998432,0.987715,0.000224,0.000885
416,0.99843,0.98782,0.000224,0.000883
417,0.99843,0.98782,0.000224,0.000883
418,0.99843,0.98782,0.000224,0.000883
419,0.998425,0.988004,0.000218,0.000879
420,0.998425,0.988004,0.000218,0.000879
421,0.998424,0.988274,0.000218,0.000874
422,0.998425,0.988407,0.000218,0.000871
423,0.998424,0.988502,0.000218,0.00087
424,0.998424,0.988502,0.000218,0.00087
425,0.998424,0.988502,0.000218,0.00087
426,0.998424,0.988502,0.000218,0.00087
427,0.998424,0.988502,0.000218,0.00087
428,0.998424,0.988502,0.000218,0.00087
429,0.998424,0.988502,0.000218,0.00087
430,0.998424,0.988502,0.000218,0.00087
431,0.998424,0.988502,0.000218,0.00087
432,0.998424,0.988502,0.000218,0.00087
433,0.998424,0.988502,0.000218,0.00087
434,0.998424,0.988502,0.000218,0.00087
435,0.998424,0.988502,0.000218,0.00087
436,0.998424,0.988502,0.000218,0.00087
437,0.998424,0.988502,0.000218,0.00087
438,0.998424,0.988502,0.000218,0.00087
439,0.998424,0.988502,0.000218,0.00087
440,0.998424,0.988502,0.000218,0.00087
441,0.998424,0.988502,0.000218,0.00087
442,0.998424,0.988502,0.000218,0.00087
443,0.998424,0.988502,0.000218,0.00087
444,0.998427,0.988666,0.000218,0.000866
445,0.998427,0.988666,0.000218,0.000866
446,0.998427,0.988585,0.000218,0.000864
447,0.998427,0.988585,0.000218,0.000864
448,0.998427,0.988585,0.000218,0.000864
449,0.998422,0.98898,0.000218,0.00086
450,0.998422,0.98898,0.000218,0.00086
451,0.998422,0.98898,0.000218,0.00086
452,0.998422,0.98898,0.000218,0.00086
453,0.998425,0.989125,0.000218,0.000858
454,0.998425,0.989125,0.000218,0.000858
455,0.998421,0.989074,0.000218,0.000857
456,0.998421,0.989074,0.000218,0.000857
457,0.998426,0.989248,0.000218,0.000852
458,0.998426,0.989248,0.000218,0.000852
459,0.998425,0.989275,0.000218,0.000851
460,0.998425,0.989275,0.000218,0.000852
461,0.998425,0.989275,0.000218,0.000851
462,0.998421,0.989426,0.000218,0.000849
463,0.998429,0.989602,0.000218,0.000846
464,0.998423,0.989649,0.000218,0.000844
465,0.998423,0.989649,0.000218,0.000844
466,0.998423,0.989649,0.000218,0.000844
467,0.998418,0.989676,0.000218,0.000842
468,0.998418,0.989676,0.000218,0.000842
469,0.998418,0.989676,0.000218,0.000842
470,0.998418,0.989676,0.000218,0.000842
471,0.998418,0.989676,0.000218,0.000842
472,0.998418,0.989676,0.000218,0.000842
473,0.998418,0.989676,0.000218,0.000842
474,0.998418,0.989676,0.000218,0.000842
475,0.998418,0.989676,0.000218,0.000842
476,0.998421,0.989831,0.000218,0.000839
477,0.998421,0.989831,0.000218,0.000839
478,0.998421,0.989831,0.000218,0.000839
479,0.998421,0.989831,0.000218,0.000839
480,0.998421,0.989831,0.000218,0.000839
481,0.998421,0.989831,0.000218,0.000839
482,0.998421,0.989831,0.000218,0.000839
483,0.998421,0.989831,0.000218,0.000839
484,0.998421,0.989831,0.000218,0.000839
485,0.998421,0.989831,0.000218,0.000839
486,0.998421,0.989885,0.000218,0.000838
487,0.998421,0.989885,0.000218,0.000838
488,0.998421,0.989885,0.000218,0.000838
489,0.998421,0.989885,0.000218,0.000838
490,0.998421,0.989885,0.000218,0.000838
491,0.998421,0.989885,0.000218,0.000838
492,0.998421,0.989885,0.000218,0.000838
493,0.998421,0.989885,0.000218,0.000838
494,0.998421,0.989885,0.000218,0.000838
495,0.998418,0.990172,0.000218,0.000834
496,0.998418,0.990172,0.000218,0.000834
497,0.998418,0.990172,0.000218,0.000834
498,0.998418,0.990172,0.000218,0.000834
499,0.99842,0.990271,0.000218,0.000833
500,0.998416,0.990289,0.000218,0.00083
501,0.998416,0.990289,0.000218,0.00083
502,0.998416,0.990289,0.000218,0.00083
503,0.998416,0.990289,0.000218,0.00083
504,0.99842,0.990381,0.000212,0.000828
505,0.99842,0.990381,0.000212,0.000828
506,0.99842,0.990381,0.000212,0.000828
507,0.99842,0.990381,0.000212,0.000828
508,0.99842,0.990381,0.000212,0.000828
509,0.99842,0.990381,0.000212,0.000828
510,0.99842,0.990381,0.000212,0.000828
511,0.99842,0.990381,0.000212,0.000828
512,0.99842,0.990381,0.000212,0.000828
513,0.998427,0.990611,0.000212,0.000824
514,0.998427,0.990611,0.000212,0.000824
515,0.998427,0.990611,0.000212,0.000824
516,0.998421,0.99067,0.000212,0.000823
517,0.998421,0.99067,0.000212,0.000823
518,0.998421,0.99067,0.000212,0.000823
519,0.998416,0.990842,0.000212,0.00082
520,0.998416,0.990842,0.000212,0.00082
521,0.998416,0.990842,0.000212,0.00082
522,0.998416,0.990842,0.000212,0.00082
523,0.998416,0.990842,0.000212,0.00082
524,0.998417,0.99092,0.000212,0.00082
525,0.998421,0.991083,0.000212,0.000817
526,0.998421,0.991083,0.000212,0.000817
527,0.998421,0.991083,0.000212,0.000817
528,0.998421,0.991083,0.000212,0.000817
529,0.998421,0.991083,0.000212,0.000817
530,0.998421,0.991083,0.000212,0.000817
531,0.998421,0.991083,0.000212,0.000817
532,0.998421,0.991083,0.000212,0.000817
533,0.998421,0.991083,0.000212,0.000817
534,0.998421,0.991083,0.000212,0.000817
535,0.998421,0.991083,0.000212,0.000817
536,0.998421,0.991083,0.000212,0.000817
537,0.998421,0.991083,0.000212,0.000817
538,0.998421,0.991083,0.000212,0.000817
539,0.998421,0.991083,0.000212,0.000817
540,0.998421,0.991083,0.000212,0.000817
541,0.998421,0.991083,0.000212,0.000817
542,0.998421,0.991083,0.000212,0.000817
543,0.998421,0.991083,0.000212,0.000817
544,0.998421,0.991149,0.000212,0.000815
545,0.998421,0.991149,0.000212,0.000815
546,0.998421,0.991149,0.000212,0.000815
547,0.998421,0.991149,0.000212,0.000815
548,0.998421,0.991149,0.000212,0.000815
549,0.998417,0.991232,0.000212,0.000813
550,0.998417,0.991232,0.000212,0.000813
551,0.998417,0.991232,0.000212,0.000813
552,0.998417,0.991232,0.000212,0.000813
553,0.998417,0.991232,0.000212,0.000813
554,0.998417,0.991232,0.000212,0.000813
555,0.998417,0.991232,0.000212,0.000813
556,0.998417,0.991232,0.000212,0.000813
557,0.998415,0.991291,0.000212,0.000811
558,0.998415,0.991291,0.000212,0.000811
559,0.998415,0.991291,0.000212,0.000811
560,0.998415,0.991291,0.000212,0.000811
561,0.998415,0.991291,0.000212,0.000811
562,0.998415,0.991291,0.000212,0.000811
563,0.998415,0.991291,0.000212,0.000811
564,0.998415,0.991291,0.000212,0.000811
565,0.998417,0.99146,0.000212,0.000809
566,0.998417,0.99146,0.000212,0.000809
567,0.998417,0.99146,0.000212,0.000809
568,0.998417,0.99146,0.000212,0.000809
569,0.998416,0.991548,0.000212,0.000806
570,0.998416,0.991548,0.000212,0.000806
571,0.998416,0.991548,0.000212,0.000806
572,0.998416,0.991548,0.000212,0.000806
573,0.998411,0.991549,0.000212,0.000804
574,0.99841,0.991603,0.000212,0.000802
575,0.99841,0.991603,0.000212,0.000802
576,0.99841,0.99163,0.000212,0.000801
577,0.99841,0.99163,0.000212,0.000801
578,0.99841,0.99163,0.000212,0.000801
579,0.99841,0.99163,0.000212,0.000801
580,0.998415,0.991728,0.000212,0.0008
581,0.998415,0.991728,0.000212,0.0008
582,0.998415,0.991728,0.000212,0.0008
583,0.998415,0.991728,0.000212,0.0008
584,0.998415,0.991728,0.000212,0.0008
585,0.998415,0.991728,0.000212,0.0008
586,0.998415,0.991728,0.000212,0.0008
587,0.998415,0.991728,0.000212,0.0008
588,0.998415,0.991816,0.000212,0.000798
589,0.998415,0.991816,0.000212,0.000798
590,0.998415,0.991816,0.000212,0.000798
591,0.998415,0.991816,0.000212,0.000798
592,0.998411,0.991902,0.000212,0.000796
593,0.99841,0.991959,0.000218,0.000795
594,0.99841,0.991959,0.000218,0.000795
595,0.99841,0.991959,0.000218,0.000795
596,0.99841,0.991959,0.000218,0.000795
597,0.99841,0.991959,0.000218,0.000795
598,0.99841,0.991959,0.000218,0.000795
599,0.998406,0.992058,0.000218,0.000793
600,0.998406,0.992058,0.000218,0.000793
601,0.998406,0.992058,0.000218,0.000793
602,0.998406,0.992058,0.000212,0.000793
603,0.998406,0.992058,0.000212,0.000793
604,0.998406,0.992058,0.000212,0.000793
605,0.998406,0.992058,0.000212,0.000793
606,0.998406,0.992058,0.000212,0.000793
607,0.998406,0.992058,0.000212,0.000793
608,0.998406,0.992058,0.000212,0.000793
609,0.998406,0.992058,0.000218,0.000793
610,0.998406,0.992058,0.000212,0.000793
611,0.998406,0.992058,0.000218,0.000793
612,0.998406,0.992058,0.000218,0.000793
613,0.998406,0.992058,0.000212,0.000793
614,0.998407,0.992212,0.000218,0.000789
615,0.998407,0.992212,0.000218,0.000789
616,0.998407,0.992212,0.000218,0.000789
617,0.998407,0.992212,0.000218,0.000789
618,0.998407,0.992212,0.000218,0.000789
619,0.998407,0.992212,0.000218,0.000789
620,0.998407,0.992212,0.000218,0.000789
621,0.998411,0.992165,0.000218,0.000787
622,0.998415,0.992381,0.000218,0.000784
623,0.998413,0.992277,0.000218,0.000784
624,0.998413,0.992277,0.000218,0.000784
625,0.998413,0.992277,0.000218,0.000784
626,0.998413,0.992277,0.000218,0.000784
627,0.998413,0.992277,0.000218,0.000784
628,0.998413,0.992277,0.000218,0.000784
629,0.998413,0.992277,0.000218,0.000784
630,0.998413,0.992277,0.000218,0.000784
631,0.998413,0.992277,0.000218,0.000784
632,0.998413,0.992277,0.000218,0.000784
633,0.998413,0.992277,0.000218,0.000784
634,0.998413,0.992277,0.000218,0.000784
