threshold,tp,fp,fn,tn,precision,recall,fp_to_tp,accuracy,F1,specificity,fpr
0.37,271.0,0.0,86,164497,1.0,0.7591036414565826,0.0,0.9994783262765842,0.8630573248407644,1.0,0.0
0.38,271.0,0.0,86,164497,1.0,0.7591036414565826,0.0,0.9994783262765842,0.8630573248407644,1.0,0.0
0.39,270.0,0.0,87,164497,1.0,0.7563025210084033,0.0,0.999472260303056,0.861244019138756,1.0,0.0
0.4,270.0,0.0,87,164497,1.0,0.7563025210084033,0.0,0.999472260303056,0.861244019138756,1.0,0.0
0.41000000000000003,269.0,0.0,88,164497,1.0,0.7535014005602241,0.0,0.999466194329528,0.8594249201277955,1.0,0.0
0.42,268.0,0.0,89,164497,1.0,0.7507002801120448,0.0,0.9994601283559998,0.8576,1.0,0.0
0.43,263.0,0.0,94,164497,1.0,0.7366946778711485,0.0,0.9994297984883594,0.8483870967741935,1.0,0.0
0.44,262.0,0.0,95,164497,1.0,0.7338935574229691,0.0,0.9994237325148313,0.8465266558966075,1.0,0.0
0.45,260.0,0.0,97,164497,1.0,0.7282913165266106,0.0,0.9994116005677751,0.8427876823338736,1.0,0.0
0.46,260.0,0.0,97,164497,1.0,0.7282913165266106,0.0,0.9994116005677751,0.8427876823338736,1.0,0.0
0.47000000000000003,260.0,0.0,97,164497,1.0,0.7282913165266106,0.0,0.9994116005677751,0.8427876823338736,1.0,0.0
0.48,260.0,0.0,97,164497,1.0,0.7282913165266106,0.0,0.9994116005677751,0.8427876823338736,1.0,0.0
0.49,258.0,0.0,99,164497,1.0,0.7226890756302521,0.0,0.9993994686207189,0.8390243902439024,1.0,0.0
0.5,258.0,0.0,99,164497,1.0,0.7226890756302521,0.0,0.9993994686207189,0.8390243902439024,1.0,0.0
0.51,256.0,0.0,101,164497,1.0,0.7170868347338936,0.0,0.9993873366736628,0.835236541598695,1.0,0.0
0.52,254.0,0.0,103,164497,1.0,0.711484593837535,0.0,0.9993752047266066,0.8314238952536824,1.0,0.0
0.53,251.0,0.0,106,164497,1.0,0.7030812324929971,0.0,0.9993570068060224,0.8256578947368421,1.0,0.0
0.54,247.0,0.0,110,164497,1.0,0.6918767507002801,0.0,0.9993327429119099,0.8178807947019867,1.0,0.0
0.55,243.0,0.0,114,164497,1.0,0.680672268907563,0.0,0.9993084790177975,0.81,1.0,0.0
0.56,240.0,0.0,117,164497,1.0,0.6722689075630253,0.0,0.9992902810972133,0.8040201005025126,1.0,0.0
0.5700000000000001,234.0,0.0,123,164497,1.0,0.6554621848739496,0.0,0.9992538852560447,0.7918781725888325,1.0,0.0
0.58,232.0,0.0,125,164497,1.0,0.6498599439775911,0.0,0.9992417533089886,0.7877758913412564,1.0,0.0
0.59,229.0,0.0,128,164497,1.0,0.6414565826330533,0.0,0.9992235553884042,0.7815699658703071,1.0,0.0
0.6,220.0,0.0,137,164497,1.0,0.6162464985994398,0.0,0.9991689616266515,0.7625649913344887,1.0,0.0
0.61,212.0,0.0,145,164497,1.0,0.5938375350140056,0.0,0.9991204338384267,0.7451669595782073,1.0,0.0
0.62,205.0,0.0,152,164497,1.0,0.5742296918767507,0.0,0.99907797202373,0.7295373665480427,1.0,0.0
0.63,193.0,0.0,164,164497,1.0,0.5406162464985994,0.0,0.999005180341393,0.7018181818181818,1.0,0.0
0.64,189.0,0.0,168,164497,1.0,0.5294117647058824,0.0,0.9989809164472806,0.6923076923076923,1.0,0.0
0.65,179.0,0.0,178,164497,1.0,0.5014005602240896,0.0,0.9989202567119997,0.667910447761194,1.0,0.0
0.66,170.0,0.0,187,164497,1.0,0.47619047619047616,0.0,0.9988656629502469,0.6451612903225806,1.0,0.0
0.67,160.0,0.0,197,164497,1.0,0.4481792717086835,0.0,0.998805003214966,0.6189555125725339,1.0,0.0
0.68,144.0,0.0,213,164497,1.0,0.40336134453781514,0.0,0.9987079476385166,0.5748502994011976,1.0,0.0
0.6900000000000001,129.0,0.0,228,164497,1.0,0.36134453781512604,0.0,0.9986169580355951,0.5308641975308642,1.0,0.0
0.7000000000000001,115.0,0.0,242,164497,1.0,0.32212885154061627,0.0,0.9985320344062019,0.4872881355932203,1.0,0.0
0.71,75.0,0.0,282,164497,1.0,0.21008403361344538,0.0,0.9982893954650782,0.3472222222222222,1.0,0.0
0.72,29.0,0.0,328,164497,1.0,0.08123249299719888,0.0,0.998010360682786,0.15025906735751296,1.0,0.0
0.73,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.74,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.75,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.76,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.77,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.78,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.79,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.8,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.81,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.8200000000000001,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.8300000000000001,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.84,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.85,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.86,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.87,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.88,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.89,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.9,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.91,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.92,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.93,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.9400000000000001,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.9500000000000001,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.96,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.97,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.98,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
0.99,0.0,0.0,357,164497,,0.0,,0.9978344474504713,0.0,1.0,0.0
