threshold,tp,fp,fn,tn,Amount_tp_sum,precision,recall,fp_to_tp,accuracy,F1,specificity,fpr,Amount_weighted_recall
0.48,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.49,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.5,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.51,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.52,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.53,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.54,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.55,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.56,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.5700000000000001,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.58,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.59,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.6,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.61,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.62,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.63,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.64,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.65,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.66,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.67,1.0,0.0,2.0,5214.0,5.684341886080802e-14,1.0,0.3333333333333333,0.0,0.9996166379145103,0.5,1.0,0.0,7.392534933063869e-17
0.68,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.6900000000000001,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.7000000000000001,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.71,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.72,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.73,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.74,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.75,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.76,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.77,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.78,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.79,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.8,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.81,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.8200000000000001,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.8300000000000001,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.84,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.85,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.86,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.87,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.88,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.89,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.9,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.91,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.92,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.93,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.9400000000000001,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.9500000000000001,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.96,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.97,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.98,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
0.99,0.0,0.0,3.0,5214.0,5.684341886080802e-14,,0.0,,0.9994249568717654,0.0,1.0,0.0,7.392534933063869e-17
