threshold,tp,fp,fn,tn,Amount_tp_sum,precision,recall,fp_to_tp,accuracy,F1,specificity,fpr,Amount_weighted_recall
0.38,309.0,26.0,48.0,164471.0,32549.04000000001,0.9223880597014925,0.865546218487395,0.08414239482200647,0.9995511179589213,0.8930635838150289,0.9998419424062445,0.00015805759375553396,0.8261452347781109
0.39,309.0,25.0,48.0,164472.0,32549.04000000001,0.9251497005988024,0.865546218487395,0.08090614886731391,0.9995571839324493,0.894356005788712,0.9998480215444658,0.000151978455534163,0.8261452347781109
0.4,308.0,23.0,49.0,164474.0,32530.00000000001,0.9305135951661632,0.8627450980392157,0.07467532467532467,0.9995632499059774,0.8953488372093024,0.9998601798209086,0.00013982017909142108,0.8256619699792052
0.41000000000000003,307.0,23.0,50.0,164474.0,32505.10000000001,0.9303030303030303,0.8599439775910365,0.0749185667752443,0.9995571839324493,0.893740902474527,0.9998601798209086,0.00013982017909142108,0.825029969270552
0.42,306.0,19.0,51.0,164478.0,32504.10000000001,0.9415384615384615,0.8571428571428571,0.06209150326797386,0.9995753818530336,0.8973607038123167,0.9998844963737941,0.00011550362620593724,0.8250045877159877
0.43,305.0,19.0,52.0,164478.0,32503.10000000001,0.941358024691358,0.8543417366946778,0.06229508196721312,0.9995693158795055,0.895741556534508,0.9998844963737941,0.00011550362620593724,0.8249792061614233
0.44,305.0,19.0,52.0,164478.0,32503.10000000001,0.941358024691358,0.8543417366946778,0.06229508196721312,0.9995693158795055,0.895741556534508,0.9998844963737941,0.00011550362620593724,0.8249792061614233
0.45,305.0,18.0,52.0,164479.0,32503.10000000001,0.9442724458204335,0.8543417366946778,0.05901639344262295,0.9995753818530336,0.8970588235294118,0.9998905755120154,0.00010942448798456628,0.8249792061614233
0.46,304.0,18.0,53.0,164479.0,32502.10000000001,0.9440993788819876,0.8515406162464986,0.05921052631578947,0.9995693158795055,0.8954344624447718,0.9998905755120154,0.00010942448798456628,0.824953824606859
0.47000000000000003,304.0,17.0,53.0,164480.0,32502.10000000001,0.9470404984423676,0.8515406162464986,0.05592105263157895,0.9995753818530336,0.8967551622418879,0.9998966546502368,0.00010334534976319532,0.824953824606859
0.48,302.0,17.0,55.0,164480.0,32500.10000000001,0.9467084639498433,0.84593837535014,0.056291390728476824,0.9995632499059774,0.893491124260355,0.9998966546502368,0.00010334534976319532,0.8249030614977302
0.49,302.0,17.0,55.0,164480.0,32500.10000000001,0.9467084639498433,0.84593837535014,0.056291390728476824,0.9995632499059774,0.893491124260355,0.9998966546502368,0.00010334534976319532,0.8249030614977302
0.5,302.0,17.0,55.0,164480.0,32500.10000000001,0.9467084639498433,0.84593837535014,0.056291390728476824,0.9995632499059774,0.893491124260355,0.9998966546502368,0.00010334534976319532,0.8249030614977302
0.51,301.0,17.0,56.0,164480.0,32499.10000000001,0.9465408805031447,0.8431372549019608,0.05647840531561462,0.9995571839324493,0.8918518518518519,0.9998966546502368,0.00010334534976319532,0.8248776799431659
0.52,301.0,16.0,56.0,164481.0,32499.10000000001,0.9495268138801262,0.8431372549019608,0.053156146179401995,0.9995632499059774,0.8931750741839762,0.9999027337884582,9.726621154182435e-05,0.8248776799431659
0.53,301.0,16.0,56.0,164481.0,32499.10000000001,0.9495268138801262,0.8431372549019608,0.053156146179401995,0.9995632499059774,0.8931750741839762,0.9999027337884582,9.726621154182435e-05,0.8248776799431659
0.54,300.0,15.0,57.0,164482.0,32422.16000000001,0.9523809523809523,0.8403361344537815,0.05,0.9995632499059774,0.8928571428571429,0.9999088129266795,9.11870733204534e-05,0.8229248231349826
0.55,299.0,14.0,58.0,164483.0,32160.94000000001,0.9552715654952076,0.8375350140056023,0.046822742474916385,0.9995632499059774,0.8925373134328358,0.9999148920649009,8.510793509908243e-05,0.8162946534516758
0.56,299.0,14.0,58.0,164483.0,32160.94000000001,0.9552715654952076,0.8375350140056023,0.046822742474916385,0.9995632499059774,0.8925373134328358,0.9999148920649009,8.510793509908243e-05,0.8162946534516758
0.5700000000000001,297.0,14.0,60.0,164483.0,32152.37000000001,0.954983922829582,0.8319327731092437,0.04713804713804714,0.9995511179589213,0.8892215568862275,0.9999148920649009,8.510793509908243e-05,0.8160771335290592
0.58,295.0,13.0,62.0,164484.0,31832.17000000001,0.9577922077922078,0.8263305322128851,0.04406779661016949,0.9995450519853931,0.8872180451127819,0.9999209712031223,7.902879687771147e-05,0.8079499597575455
0.59,294.0,13.0,63.0,164484.0,31793.41000000001,0.9576547231270358,0.8235294117647058,0.04421768707482993,0.9995389860118651,0.8855421686746988,0.9999209712031223,7.902879687771147e-05,0.8069661707026302
0.6,292.0,11.0,65.0,164486.0,31780.10000000001,0.9636963696369637,0.8179271708683473,0.03767123287671233,0.9995389860118651,0.8848484848484849,0.999933129479565,6.687052043496955e-05,0.8066283422113782
0.61,290.0,11.0,67.0,164486.0,31760.12000000001,0.9634551495016611,0.8123249299719888,0.03793103448275862,0.9995268540648089,0.8814589665653495,0.999933129479565,6.687052043496955e-05,0.806121218751182
0.62,290.0,10.0,67.0,164487.0,31760.12000000001,0.9666666666666667,0.8123249299719888,0.034482758620689655,0.9995329200383369,0.882800608828006,0.9999392086177863,6.079138221370961e-05,0.806121218751182
0.63,290.0,8.0,67.0,164489.0,31760.12000000001,0.9731543624161074,0.8123249299719888,0.027586206896551724,0.9995450519853931,0.8854961832061069,0.999951366894229,4.863310577096769e-05,0.806121218751182
0.64,288.0,7.0,69.0,164490.0,31138.25000000001,0.976271186440678,0.8067226890756303,0.024305555555555556,0.9995389860118651,0.8834355828220859,0.9999574460324504,4.255396754959673e-05,0.7903371914142325
0.65,286.0,7.0,71.0,164490.0,31020.26000000001,0.9761092150170648,0.8011204481792717,0.024475524475524476,0.9995268540648089,0.88,0.9999574460324504,4.255396754959673e-05,0.7873424217911815
0.66,286.0,6.0,71.0,164491.0,31020.26000000001,0.9794520547945206,0.8011204481792717,0.02097902097902098,0.9995329200383369,0.8813559322033898,0.9999635251706718,3.6474829328225766e-05,0.7873424217911815
0.67,286.0,6.0,71.0,164491.0,31020.26000000001,0.9794520547945206,0.8011204481792717,0.02097902097902098,0.9995329200383369,0.8813559322033898,0.9999635251706718,3.6474829328225766e-05,0.7873424217911815
0.68,285.0,6.0,72.0,164491.0,31008.87000000001,0.979381443298969,0.7983193277310925,0.021052631578947368,0.9995268540648089,0.8796296296296297,0.9999635251706718,3.6474829328225766e-05,0.7870533258846933
0.6900000000000001,282.0,6.0,75.0,164491.0,30217.01000000001,0.9791666666666666,0.7899159663865546,0.02127659574468085,0.9995086561442246,0.8744186046511628,0.9999635251706718,3.6474829328225766e-05,0.7669546880873452
0.7000000000000001,282.0,4.0,75.0,164493.0,30217.01000000001,0.986013986013986,0.7899159663865546,0.014184397163120567,0.9995207880912808,0.8771384136858476,0.9999756834471145,2.4316552885483844e-05,0.7669546880873452
0.71,282.0,4.0,75.0,164493.0,30217.01000000001,0.986013986013986,0.7899159663865546,0.014184397163120567,0.9995207880912808,0.8771384136858476,0.9999756834471145,2.4316552885483844e-05,0.7669546880873452
0.72,279.0,4.0,78.0,164493.0,30214.25000000001,0.9858657243816255,0.7815126050420168,0.014336917562724014,0.9995025901706965,0.871875,0.9999756834471145,2.4316552885483844e-05,0.7668846349967476
0.73,278.0,2.0,79.0,164495.0,30114.26000000001,0.9928571428571429,0.7787114845938375,0.007194244604316547,0.9995086561442246,0.8728414442700158,0.9999878417235573,1.2158276442741922e-05,0.7643467333558555
0.74,278.0,2.0,79.0,164495.0,30114.26000000001,0.9928571428571429,0.7787114845938375,0.007194244604316547,0.9995086561442246,0.8728414442700158,0.9999878417235573,1.2158276442741922e-05,0.7643467333558555
0.75,278.0,2.0,79.0,164495.0,30114.26000000001,0.9928571428571429,0.7787114845938375,0.007194244604316547,0.9995086561442246,0.8728414442700158,0.9999878417235573,1.2158276442741922e-05,0.7643467333558555
0.76,277.0,2.0,80.0,164495.0,30083.96000000001,0.992831541218638,0.7759103641456583,0.007220216606498195,0.9995025901706965,0.8710691823899371,0.9999878417235573,1.2158276442741922e-05,0.7635776722525548
0.77,274.0,2.0,83.0,164495.0,29982.53000000001,0.9927536231884058,0.7675070028011205,0.0072992700729927005,0.9994843922501122,0.8657187993680885,0.9999878417235573,1.2158276442741922e-05,0.7610032211730899
0.78,269.0,1.0,88.0,164496.0,29675.59000000001,0.9962962962962963,0.7535014005602241,0.0037174721189591076,0.9994601283559998,0.8580542264752791,0.9999939208617786,6.079138221370961e-06,0.7532126068150999
0.79,267.0,1.0,90.0,164496.0,28858.45000000001,0.996268656716418,0.7478991596638656,0.003745318352059925,0.9994479964089437,0.8544,0.9999939208617786,6.079138221370961e-06,0.7324723233183644
0.8,263.0,1.0,94.0,164496.0,28577.25000000001,0.9962121212121212,0.7366946778711485,0.0038022813688212928,0.9994237325148313,0.8470209339774557,0.9999939208617786,6.079138221370961e-06,0.7253350301748613
0.81,260.0,1.0,97.0,164496.0,28558.77000000001,0.9961685823754789,0.7282913165266106,0.0038461538461538464,0.9994055345942471,0.8414239482200647,0.9999939208617786,6.079138221370961e-06,0.7248659790465117
0.8200000000000001,256.0,1.0,101.0,164496.0,28347.510000000013,0.9961089494163424,0.7170868347338936,0.00390625,0.9993812707001347,0.8338762214983714,0.9999939208617786,6.079138221370961e-06,0.7195038718292414
0.8300000000000001,252.0,1.0,105.0,164496.0,28148.920000000013,0.9960474308300395,0.7058823529411765,0.003968253968253968,0.9993570068060224,0.8262295081967214,0.9999939208617786,6.079138221370961e-06,0.7144633489083015
0.84,247.0,1.0,110.0,164496.0,26631.740000000013,0.9959677419354839,0.6918767507002801,0.004048582995951417,0.9993266769383818,0.8165289256198347,0.9999939208617786,6.079138221370961e-06,0.675954961954319
0.85,239.0,1.0,118.0,164496.0,25323.420000000013,0.9958333333333333,0.6694677871148459,0.0041841004184100415,0.9992781491501571,0.8006700167504187,0.9999939208617786,6.079138221370961e-06,0.6427477664866525
0.86,234.0,0.0,123.0,164497.0,25021.45000000001,1.0,0.6554621848739496,0.0,0.9992538852560447,0.7918781725888325,1.0,0.0,0.6350832984548473
0.87,213.0,0.0,144.0,164497.0,23782.190000000013,1.0,0.5966386554621849,0.0,0.9991264998119548,0.7473684210526316,1.0,0.0,0.6036289531453968
0.88,202.0,0.0,155.0,164497.0,23465.890000000014,1.0,0.5658263305322129,0.0,0.9990597741031458,0.7227191413237924,1.0,0.0,0.5956007674366841
0.89,196.0,0.0,161.0,164497.0,22914.320000000014,1.0,0.5490196078431373,0.0,0.9990233782619773,0.7088607594936709,1.0,0.0,0.5816010633856104
0.9,188.0,0.0,169.0,164497.0,20900.980000000014,1.0,0.5266106442577031,0.0,0.9989748504737526,0.689908256880734,1.0,0.0,0.5304993643189663
0.91,183.0,0.0,174.0,164497.0,19785.060000000012,1.0,0.5126050420168067,0.0,0.998944520606112,0.6777777777777778,1.0,0.0,0.5021755799494859
0.92,174.0,0.0,183.0,164497.0,19643.050000000014,1.0,0.48739495798319327,0.0,0.9988899268443593,0.655367231638418,1.0,0.0,0.49857114538579866
0.93,164.0,0.0,193.0,164497.0,19372.320000000014,1.0,0.45938375350140054,0.0,0.9988292671090784,0.6295585412667947,1.0,0.0,0.49169959711858474
0.9400000000000001,150.0,0.0,207.0,164497.0,17819.560000000012,1.0,0.42016806722689076,0.0,0.9987443434796851,0.591715976331361,1.0,0.0,0.45228813445320165
0.9500000000000001,130.0,0.0,227.0,164497.0,16932.75000000001,1.0,0.3641456582633053,0.0,0.9986230240091232,0.5338809034907598,1.0,0.0,0.4297795180499659
0.96,108.0,0.0,249.0,164497.0,14652.55000000001,1.0,0.3025210084033613,0.0,0.9984895725915052,0.4645161290322581,1.0,0.0,0.37190449733227193
0.97,86.0,0.0,271.0,164497.0,11500.17000000001,1.0,0.24089635854341737,0.0,0.9983561211738872,0.38826185101580135,1.0,0.0,0.2918921923546191
0.98,54.0,0.0,303.0,164497.0,6583.7700000000095,1.0,0.15126050420168066,0.0,0.9981620100209883,0.26277372262773724,1.0,0.0,0.16710631749431287
0.99,17.0,0.0,340.0,164497.0,3275.900000000009,1.0,0.047619047619047616,0.0,0.9979375690004488,0.09090909090909091,1.0,0.0,0.08314743459744496
